TOP.60cc038f.0001ac0e	START
TOP.60cc0da5.000831fb	user_options->markov_disable	0
TOP.60cc0da5.000831fb	user_options->markov_threshold	256
TOP.60cc0da5.000831fb	user_options->backend_info	0
TOP.60cc0da5.000831fb	user_options->backend_vector_width	0
TOP.60cc0da5.000831fb	user_options->optimized_kernel_enable	1
TOP.60cc0da5.000831fb	user_options->outfile_autohex	1
TOP.60cc0da5.000831fb	user_options->outfile_check_timer	5
TOP.60cc0da5.000831fb	user_options->outfile_format	3
TOP.60cc0da5.000831fb	user_options->wordlist_autohex_disable	0
TOP.60cc0da5.000831fb	user_options->potfile_disable	0
TOP.60cc0da5.000831fb	user_options->progress_only	0
TOP.60cc0da5.000831fb	user_options->quiet	0
TOP.60cc0da5.000831fb	user_options->remove	0
TOP.60cc0da5.000831fb	user_options->remove_timer	60
TOP.60cc0da5.000831fb	user_options->restore	0
TOP.60cc0da5.000831fb	user_options->restore_disable	0
TOP.60cc0da5.000831fb	user_options->restore_timer	60
TOP.60cc0da5.000831fb	user_options->rp_files_cnt	1
TOP.60cc0da5.000831fb	user_options->rp_gen	0
TOP.60cc0da5.000831fb	user_options->rp_gen_func_max	4
TOP.60cc0da5.000831fb	user_options->rp_gen_func_min	1
TOP.60cc0da5.000831fb	user_options->rp_gen_seed	0
TOP.60cc0da5.000831fb	user_options->runtime	0
TOP.60cc0da5.000831fb	user_options->scrypt_tmto	0
TOP.60cc0da5.000831fb	user_options->segment_size	33554432
TOP.60cc0da5.000831fb	user_options->self_test_disable	0
TOP.60cc0da5.000831fb	user_options->slow_candidates	0
TOP.60cc0da5.000831fb	user_options->show	0
TOP.60cc0da5.000831fb	user_options->speed_only	0
TOP.60cc0da5.000831fb	user_options->spin_damp	0
TOP.60cc0da5.000831fb	user_options->status	0
TOP.60cc0da5.000831fb	user_options->status_json	0
TOP.60cc0da5.000831fb	user_options->status_timer	10
TOP.60cc0da5.000831fb	user_options->stdout_flag	0
TOP.60cc0da5.000831fb	user_options->usage	0
TOP.60cc0da5.000831fb	user_options->username	0
TOP.60cc0da5.000831fb	user_options->veracrypt_pim_start	485
TOP.60cc0da5.000831fb	user_options->veracrypt_pim_stop	485
TOP.60cc0da5.000831fb	user_options->version	0
TOP.60cc0da5.000831fb	user_options->workload_profile	4
TOP.60cc0da5.000831fb	user_options->brain_client	0
TOP.60cc0da5.000831fb	user_options->brain_client_features	2
TOP.60cc0da5.000831fb	user_options->brain_server	0
TOP.60cc0da5.000831fb	user_options->brain_server_timer	300
TOP.60cc0da5.000831fb	user_options->brain_port	6863
TOP.60cc0da5.000831fb	user_options->brain_session	0
TOP.60cc0da5.000831fb	hashes->hashfile	Preguntas1/archivo_5
TOP.60cc0da5.000831fb	hashes->hashlist_mode	5
TOP.60cc0da5.000831fb	hashes->hashlist_format	0
TOP.60cc0da5.000831fb	hashes->hashes_cnt	0
TOP.60cc0da5.000831fb	hashes->digests_cnt	20
TOP.60cc0da5.000831fb	hashes->digests_done	0
TOP.60cc0da5.000831fb	hashes->salts_cnt	20
TOP.60cc0da5.000831fb	hashes->salts_done	0
TOP.60cc0da5.000831fb	SUB.60cc0e37.00078dcb	START
TOP.60cc0da5.000831fb	SUB.60cc0e37.00078dcb	straight_ctx->dict	diccionarios/diccionario_2.dict
TOP.60cc0da5.000831fb	SUB.60cc0e37.00078dcb	rulefile	rules/best64.rule
TOP.60cc0da5.000831fb	SUB.60cc0e37.00078dcb	runtime_start	1623985722
TOP.60cc0da5.000831fb	SUB.60cc0e37.00078dcb	runtime_stop	1623985980
TOP.60cc0da5.000831fb	SUB.60cc0e37.00078dcb	status-after-work	7
TOP.60cc0da5.000831fb	SUB.60cc0e37.00078dcb	STOP
TOP.60cc0da5.000831fb	proc_start	1623985573
TOP.60cc0da5.000831fb	proc_stop	1623985981
TOP.60cc0da5.000831fb	STOP
TOP.60cc0f52.0003fd06	START
TOP.60cc0f52.0003fd06	folder_config->cwd	C:\Users\juan2\Documents\tarea 3\hashcat-6.2.2
TOP.60cc0f52.0003fd06	folder_config->install_dir	.
TOP.60cc0f52.0003fd06	folder_config->profile_dir	.
TOP.60cc0f52.0003fd06	folder_config->session_dir	.
TOP.60cc0f52.0003fd06	folder_config->shared_dir	.
TOP.60cc0f52.0003fd06	user_options->separator	:
TOP.60cc0f52.0003fd06	user_options->encoding_from	utf-8
TOP.60cc0f52.0003fd06	user_options->encoding_to	utf-8
TOP.60cc0f52.0003fd06	user_options->rp_files[0]	rules/best64.rule
TOP.60cc0f52.0003fd06	user_options->rule_buf_l	:
TOP.60cc0f52.0003fd06	user_options->rule_buf_r	:
TOP.60cc0f52.0003fd06	user_options->session	hashcat
TOP.60cc0f52.0003fd06	user_options->limit	0
TOP.60cc0f52.0003fd06	user_options->skip	0
TOP.60cc0f52.0003fd06	user_options->attack_mode	0
TOP.60cc0f52.0003fd06	user_options->benchmark	0
TOP.60cc0f52.0003fd06	user_options->benchmark_all	0
TOP.60cc0f52.0003fd06	user_options->bitmap_max	18
TOP.60cc0f52.0003fd06	user_options->bitmap_min	16
TOP.60cc0f52.0003fd06	user_options->debug_mode	0
TOP.60cc0f52.0003fd06	user_options->hash_info	0
TOP.60cc0f52.0003fd06	user_options->force	0
TOP.60cc0f52.0003fd06	user_options->hwmon_disable	0
TOP.60cc0f52.0003fd06	user_options->hwmon_temp_abort	90
TOP.60cc0f52.0003fd06	user_options->hash_mode	1800
TOP.60cc0f52.0003fd06	user_options->hex_charset	0
TOP.60cc0f52.0003fd06	user_options->hex_salt	0
TOP.60cc0f52.0003fd06	user_options->hex_wordlist	0
TOP.60cc0f52.0003fd06	user_options->hook_threads	2
TOP.60cc0f52.0003fd06	user_options->identify	0
TOP.60cc0f52.0003fd06	user_options->increment	0
TOP.60cc0f52.0003fd06	user_options->increment_max	256
TOP.60cc0f52.0003fd06	user_options->increment_min	1
TOP.60cc0f52.0003fd06	user_options->keep_guessing	0
TOP.60cc0f52.0003fd06	user_options->kernel_accel	0
TOP.60cc0f52.0003fd06	user_options->kernel_loops	0
TOP.60cc0f52.0003fd06	user_options->kernel_threads	0
TOP.60cc0f52.0003fd06	user_options->keyspace	0
TOP.60cc0f52.0003fd06	user_options->left	0
TOP.60cc0f52.0003fd06	user_options->logfile_disable	0
TOP.60cc0f52.0003fd06	user_options->loopback	0
TOP.60cc0f52.0003fd06	user_options->machine_readable	0
TOP.60cc0f52.0003fd06	user_options->markov_classic	0
TOP.60cc0f52.0003fd06	user_options->markov_disable	0
TOP.60cc0f52.0003fd06	user_options->markov_threshold	256
TOP.60cc0f52.0003fd06	user_options->backend_info	0
TOP.60cc0f52.0003fd06	user_options->backend_vector_width	0
TOP.60cc0f52.0003fd06	user_options->optimized_kernel_enable	1
TOP.60cc0f52.0003fd06	user_options->outfile_autohex	1
TOP.60cc0f52.0003fd06	user_options->outfile_check_timer	5
TOP.60cc0f52.0003fd06	user_options->outfile_format	3
TOP.60cc0f52.0003fd06	user_options->wordlist_autohex_disable	0
TOP.60cc0f52.0003fd06	user_options->potfile_disable	0
TOP.60cc0f52.0003fd06	user_options->progress_only	0
TOP.60cc0f52.0003fd06	user_options->quiet	0
TOP.60cc0f52.0003fd06	user_options->remove	0
TOP.60cc0f52.0003fd06	user_options->remove_timer	60
TOP.60cc0f52.0003fd06	user_options->restore	0
TOP.60cc0f52.0003fd06	user_options->restore_disable	0
TOP.60cc0f52.0003fd06	user_options->restore_timer	60
TOP.60cc0f52.0003fd06	user_options->rp_files_cnt	1
TOP.60cc0f52.0003fd06	user_options->rp_gen	0
TOP.60cc0f52.0003fd06	user_options->rp_gen_func_max	4
TOP.60cc0f52.0003fd06	user_options->rp_gen_func_min	1
TOP.60cc0f52.0003fd06	user_options->rp_gen_seed	0
TOP.60cc0f52.0003fd06	user_options->runtime	0
TOP.60cc0f52.0003fd06	user_options->scrypt_tmto	0
TOP.60cc0f52.0003fd06	user_options->segment_size	33554432
TOP.60cc0f52.0003fd06	user_options->self_test_disable	0
TOP.60cc0f52.0003fd06	user_options->slow_candidates	0
TOP.60cc0f52.0003fd06	user_options->show	0
TOP.60cc0f52.0003fd06	user_options->speed_only	0
TOP.60cc0f52.0003fd06	user_options->spin_damp	0
TOP.60cc0f52.0003fd06	user_options->status	0
TOP.60cc0f52.0003fd06	user_options->status_json	0
TOP.60cc0f52.0003fd06	user_options->status_timer	10
TOP.60cc0f52.0003fd06	user_options->stdout_flag	0
TOP.60cc0f52.0003fd06	user_options->usage	0
TOP.60cc0f52.0003fd06	user_options->username	0
TOP.60cc0f52.0003fd06	user_options->veracrypt_pim_start	485
TOP.60cc0f52.0003fd06	user_options->veracrypt_pim_stop	485
TOP.60cc0f52.0003fd06	user_options->version	0
TOP.60cc0f52.0003fd06	user_options->workload_profile	4
TOP.60cc0f52.0003fd06	user_options->brain_client	0
TOP.60cc0f52.0003fd06	user_options->brain_client_features	2
TOP.60cc0f52.0003fd06	user_options->brain_server	0
TOP.60cc0f52.0003fd06	user_options->brain_server_timer	300
TOP.60cc0f52.0003fd06	user_options->brain_port	6863
TOP.60cc0f52.0003fd06	user_options->brain_session	0
TOP.60cc0f52.0003fd06	hashes->hashfile	Preguntas1/archivo_5
TOP.60cc0f52.0003fd06	hashes->hashlist_mode	5
TOP.60cc0f52.0003fd06	hashes->hashlist_format	0
TOP.60cc0f52.0003fd06	hashes->hashes_cnt	0
TOP.60cc0f52.0003fd06	hashes->digests_cnt	20
TOP.60cc0f52.0003fd06	hashes->digests_done	0
TOP.60cc0f52.0003fd06	hashes->salts_cnt	20
TOP.60cc0f52.0003fd06	hashes->salts_done	0
TOP.60cc0f52.0003fd06	SUB.60cc0f52.000dc48e	START
TOP.60cc0f52.0003fd06	SUB.60cc0f52.000dc48e	straight_ctx->dict	diccionarios/diccionario_2.dict
TOP.60cc0f52.0003fd06	SUB.60cc0f52.000dc48e	rulefile	rules/best64.rule
TOP.60cc0f52.0003fd06	SUB.60cc0f52.000dc48e	runtime_start	1623986005
TOP.60cc0f52.0003fd06	SUB.60cc0f52.000dc48e	runtime_stop	1623986466
TOP.60cc0f52.0003fd06	SUB.60cc0f52.000dc48e	status-after-work	7
TOP.60cc0f52.0003fd06	SUB.60cc0f52.000dc48e	STOP
TOP.60cc0f52.0003fd06	proc_start	1623986002
TOP.60cc0f52.0003fd06	proc_stop	1623986467
TOP.60cc0f52.0003fd06	STOP
TOP.60cc115f.00034660	START
TOP.60cc115f.00034660	folder_config->cwd	C:\Users\juan2\Documents\tarea 3\hashcat-6.2.2
TOP.60cc115f.00034660	folder_config->install_dir	.
TOP.60cc115f.00034660	folder_config->profile_dir	.
TOP.60cc115f.00034660	folder_config->session_dir	.
TOP.60cc115f.00034660	folder_config->shared_dir	.
TOP.60cc115f.00034660	user_options->separator	:
TOP.60cc115f.00034660	user_options->encoding_from	utf-8
TOP.60cc115f.00034660	user_options->encoding_to	utf-8
TOP.60cc115f.00034660	user_options->rp_files[0]	rules/best64.rule
TOP.60cc115f.00034660	user_options->rule_buf_l	:
TOP.60cc115f.00034660	user_options->rule_buf_r	:
TOP.60cc115f.00034660	user_options->session	hashcat
TOP.60cc115f.00034660	user_options->limit	0
TOP.60cc115f.00034660	user_options->skip	0
TOP.60cc115f.00034660	user_options->attack_mode	0
TOP.60cc115f.00034660	user_options->benchmark	0
TOP.60cc115f.00034660	user_options->benchmark_all	0
TOP.60cc115f.00034660	user_options->bitmap_max	18
TOP.60cc115f.00034660	user_options->bitmap_min	16
TOP.60cc115f.00034660	user_options->debug_mode	0
TOP.60cc115f.00034660	user_options->hash_info	0
TOP.60cc115f.00034660	user_options->force	0
TOP.60cc115f.00034660	user_options->hwmon_disable	0
TOP.60cc115f.00034660	user_options->hwmon_temp_abort	90
TOP.60cc115f.00034660	user_options->hash_mode	1800
TOP.60cc115f.00034660	user_options->hex_charset	0
TOP.60cc115f.00034660	user_options->hex_salt	0
TOP.60cc115f.00034660	user_options->hex_wordlist	0
TOP.60cc115f.00034660	user_options->hook_threads	2
TOP.60cc115f.00034660	user_options->identify	0
TOP.60cc115f.00034660	user_options->increment	0
TOP.60cc115f.00034660	user_options->increment_max	256
TOP.60cc115f.00034660	user_options->increment_min	1
TOP.60cc115f.00034660	user_options->keep_guessing	0
TOP.60cc115f.00034660	user_options->kernel_accel	0
TOP.60cc115f.00034660	user_options->kernel_loops	0
TOP.60cc115f.00034660	user_options->kernel_threads	0
TOP.60cc115f.00034660	user_options->keyspace	0
TOP.60cc115f.00034660	user_options->left	0
TOP.60cc115f.00034660	user_options->logfile_disable	0
TOP.60cc115f.00034660	user_options->loopback	0
TOP.60cc115f.00034660	user_options->machine_readable	0
TOP.60cc115f.00034660	user_options->markov_classic	0
TOP.60cc115f.00034660	user_options->markov_disable	0
TOP.60cc115f.00034660	user_options->markov_threshold	256
TOP.60cc115f.00034660	user_options->backend_info	0
TOP.60cc115f.00034660	user_options->backend_vector_width	0
TOP.60cc115f.00034660	user_options->optimized_kernel_enable	1
TOP.60cc115f.00034660	user_options->outfile_autohex	1
TOP.60cc115f.00034660	user_options->outfile_check_timer	5
TOP.60cc115f.00034660	user_options->outfile_format	3
TOP.60cc115f.00034660	user_options->wordlist_autohex_disable	0
TOP.60cc115f.00034660	user_options->potfile_disable	0
TOP.60cc115f.00034660	user_options->progress_only	0
TOP.60cc115f.00034660	user_options->quiet	0
TOP.60cc115f.00034660	user_options->remove	0
TOP.60cc115f.00034660	user_options->remove_timer	60
TOP.60cc115f.00034660	user_options->restore	0
TOP.60cc115f.00034660	user_options->restore_disable	0
TOP.60cc115f.00034660	user_options->restore_timer	60
TOP.60cc115f.00034660	user_options->rp_files_cnt	1
TOP.60cc115f.00034660	user_options->rp_gen	0
TOP.60cc115f.00034660	user_options->rp_gen_func_max	4
TOP.60cc115f.00034660	user_options->rp_gen_func_min	1
TOP.60cc115f.00034660	user_options->rp_gen_seed	0
TOP.60cc115f.00034660	user_options->runtime	0
TOP.60cc115f.00034660	user_options->scrypt_tmto	0
TOP.60cc115f.00034660	user_options->segment_size	33554432
TOP.60cc115f.00034660	user_options->self_test_disable	0
TOP.60cc115f.00034660	user_options->slow_candidates	0
TOP.60cc115f.00034660	user_options->show	0
TOP.60cc115f.00034660	user_options->speed_only	0
TOP.60cc115f.00034660	user_options->spin_damp	0
TOP.60cc115f.00034660	user_options->status	0
TOP.60cc115f.00034660	user_options->status_json	0
TOP.60cc115f.00034660	user_options->status_timer	10
TOP.60cc115f.00034660	user_options->stdout_flag	0
TOP.60cc115f.00034660	user_options->usage	0
TOP.60cc115f.00034660	user_options->username	0
TOP.60cc115f.00034660	user_options->veracrypt_pim_start	485
TOP.60cc115f.00034660	user_options->veracrypt_pim_stop	485
TOP.60cc115f.00034660	user_options->version	0
TOP.60cc115f.00034660	user_options->workload_profile	4
TOP.60cc115f.00034660	user_options->brain_client	0
TOP.60cc115f.00034660	user_options->brain_client_features	2
TOP.60cc115f.00034660	user_options->brain_server	0
TOP.60cc115f.00034660	user_options->brain_server_timer	300
TOP.60cc115f.00034660	user_options->brain_port	6863
TOP.60cc115f.00034660	user_options->brain_session	0
TOP.60cc115f.00034660	hashes->hashfile	Preguntas1/archivo_5
TOP.60cc115f.00034660	hashes->hashlist_mode	5
TOP.60cc115f.00034660	hashes->hashlist_format	0
TOP.60cc115f.00034660	hashes->hashes_cnt	0
TOP.60cc115f.00034660	hashes->digests_cnt	20
TOP.60cc115f.00034660	hashes->digests_done	0
TOP.60cc115f.00034660	hashes->salts_cnt	20
TOP.60cc115f.00034660	hashes->salts_done	0
TOP.60cc115f.00034660	SUB.60cc115f.000cd3b4	START
TOP.60cc115f.00034660	SUB.60cc115f.000cd3b4	straight_ctx->dict	diccionarios/diccionario_1.dict
TOP.60cc115f.00034660	SUB.60cc115f.000cd3b4	rulefile	rules/best64.rule
TOP.60cc115f.00034660	SUB.60cc115f.000cd3b4	runtime_start	1623986530
TOP.60cc115f.00034660	SUB.60cc115f.000cd3b4	runtime_stop	1623986611
TOP.60cc115f.00034660	SUB.60cc115f.000cd3b4	status-after-work	7
TOP.60cc115f.00034660	SUB.60cc115f.000cd3b4	STOP
TOP.60cc115f.00034660	proc_start	1623986527
TOP.60cc115f.00034660	proc_stop	1623986613
TOP.60cc115f.00034660	STOP
TOP.60cc1360.00012b8a	START
TOP.60cc1360.00012b8a	folder_config->cwd	C:\Users\juan2\Documents\tarea 3\hashcat-6.2.2
TOP.60cc1360.00012b8a	folder_config->install_dir	.
TOP.60cc1360.00012b8a	folder_config->profile_dir	.
TOP.60cc1360.00012b8a	folder_config->session_dir	.
TOP.60cc1360.00012b8a	folder_config->shared_dir	.
TOP.60cc1360.00012b8a	user_options->separator	:
TOP.60cc1360.00012b8a	user_options->encoding_from	utf-8
TOP.60cc1360.00012b8a	user_options->encoding_to	utf-8
TOP.60cc1360.00012b8a	user_options->rp_files[0]	rules/best64.rule
TOP.60cc1360.00012b8a	user_options->rule_buf_l	:
TOP.60cc1360.00012b8a	user_options->rule_buf_r	:
TOP.60cc1360.00012b8a	user_options->session	hashcat
TOP.60cc1360.00012b8a	user_options->limit	0
TOP.60cc1360.00012b8a	user_options->skip	0
TOP.60cc1360.00012b8a	user_options->attack_mode	0
TOP.60cc1360.00012b8a	user_options->benchmark	0
TOP.60cc1360.00012b8a	user_options->benchmark_all	0
TOP.60cc1360.00012b8a	user_options->bitmap_max	18
TOP.60cc1360.00012b8a	user_options->bitmap_min	16
TOP.60cc1360.00012b8a	user_options->debug_mode	0
TOP.60cc1360.00012b8a	user_options->hash_info	0
TOP.60cc1360.00012b8a	user_options->force	0
TOP.60cc1360.00012b8a	user_options->hwmon_disable	0
TOP.60cc1360.00012b8a	user_options->hwmon_temp_abort	90
TOP.60cc1360.00012b8a	user_options->hash_mode	0
TOP.60cc1360.00012b8a	user_options->hex_charset	0
TOP.60cc1360.00012b8a	user_options->hex_salt	0
TOP.60cc1360.00012b8a	user_options->hex_wordlist	0
TOP.60cc1360.00012b8a	user_options->hook_threads	2
TOP.60cc1360.00012b8a	user_options->identify	0
TOP.60cc1360.00012b8a	user_options->increment	0
TOP.60cc1360.00012b8a	user_options->increment_max	256
TOP.60cc1360.00012b8a	user_options->increment_min	1
TOP.60cc1360.00012b8a	user_options->keep_guessing	0
TOP.60cc1360.00012b8a	user_options->kernel_accel	0
TOP.60cc1360.00012b8a	user_options->kernel_loops	0
TOP.60cc1360.00012b8a	user_options->kernel_threads	0
TOP.60cc1360.00012b8a	user_options->keyspace	0
TOP.60cc1360.00012b8a	user_options->left	0
TOP.60cc1360.00012b8a	user_options->logfile_disable	0
TOP.60cc1360.00012b8a	user_options->loopback	0
TOP.60cc1360.00012b8a	user_options->machine_readable	0
TOP.60cc1360.00012b8a	user_options->markov_classic	0
TOP.60cc1360.00012b8a	user_options->markov_disable	0
TOP.60cc1360.00012b8a	user_options->markov_threshold	256
TOP.60cc1360.00012b8a	user_options->backend_info	0
TOP.60cc1360.00012b8a	user_options->backend_vector_width	0
TOP.60cc1360.00012b8a	user_options->optimized_kernel_enable	1
TOP.60cc1360.00012b8a	user_options->outfile_autohex	1
TOP.60cc1360.00012b8a	user_options->outfile_check_timer	5
TOP.60cc1360.00012b8a	user_options->outfile_format	3
TOP.60cc1360.00012b8a	user_options->wordlist_autohex_disable	0
TOP.60cc1360.00012b8a	user_options->potfile_disable	0
TOP.60cc1360.00012b8a	user_options->progress_only	0
TOP.60cc1360.00012b8a	user_options->quiet	0
TOP.60cc1360.00012b8a	user_options->remove	0
TOP.60cc1360.00012b8a	user_options->remove_timer	60
TOP.60cc1360.00012b8a	user_options->restore	0
TOP.60cc1360.00012b8a	user_options->restore_disable	0
TOP.60cc1360.00012b8a	user_options->restore_timer	60
TOP.60cc1360.00012b8a	user_options->rp_files_cnt	1
TOP.60cc1360.00012b8a	user_options->rp_gen	0
TOP.60cc1360.00012b8a	user_options->rp_gen_func_max	4
TOP.60cc1360.00012b8a	user_options->rp_gen_func_min	1
TOP.60cc1360.00012b8a	user_options->rp_gen_seed	0
TOP.60cc1360.00012b8a	user_options->runtime	0
TOP.60cc1360.00012b8a	user_options->scrypt_tmto	0
TOP.60cc1360.00012b8a	user_options->segment_size	33554432
TOP.60cc1360.00012b8a	user_options->self_test_disable	0
TOP.60cc1360.00012b8a	user_options->slow_candidates	0
TOP.60cc1360.00012b8a	user_options->show	0
TOP.60cc1360.00012b8a	user_options->speed_only	0
TOP.60cc1360.00012b8a	user_options->spin_damp	0
TOP.60cc1360.00012b8a	user_options->status	0
TOP.60cc1360.00012b8a	user_options->status_json	0
TOP.60cc1360.00012b8a	user_options->status_timer	10
TOP.60cc1360.00012b8a	user_options->stdout_flag	0
TOP.60cc1360.00012b8a	user_options->usage	0
TOP.60cc1360.00012b8a	user_options->username	0
TOP.60cc1360.00012b8a	user_options->veracrypt_pim_start	485
TOP.60cc1360.00012b8a	user_options->veracrypt_pim_stop	485
TOP.60cc1360.00012b8a	user_options->version	0
TOP.60cc1360.00012b8a	user_options->workload_profile	4
TOP.60cc1360.00012b8a	user_options->brain_client	0
TOP.60cc1360.00012b8a	user_options->brain_client_features	2
TOP.60cc1360.00012b8a	user_options->brain_server	0
TOP.60cc1360.00012b8a	user_options->brain_server_timer	300
TOP.60cc1360.00012b8a	user_options->brain_port	6863
TOP.60cc1360.00012b8a	user_options->brain_session	0
TOP.60cc1360.00012b8a	hashes->hashfile	Preguntas1/archivo_4
TOP.60cc1360.00012b8a	hashes->hashlist_mode	5
TOP.60cc1360.00012b8a	hashes->hashlist_format	0
TOP.60cc1360.00012b8a	hashes->hashes_cnt	0
TOP.60cc1360.00012b8a	hashes->digests_cnt	1000
TOP.60cc1360.00012b8a	hashes->digests_done	0
TOP.60cc1360.00012b8a	hashes->salts_cnt	1
TOP.60cc1360.00012b8a	hashes->salts_done	0
TOP.60cc1360.00012b8a	SUB.60cc1360.00053911	START
TOP.60cc1360.00012b8a	SUB.60cc1360.00053911	straight_ctx->dict	diccionarios/diccionario_2.dict
TOP.60cc1360.00012b8a	SUB.60cc1360.00053911	rulefile	rules/best64.rule
TOP.60cc1360.00012b8a	SUB.60cc1360.00053911	runtime_start	1623987040
TOP.60cc1360.00012b8a	SUB.60cc1360.00053911	runtime_stop	1623987040
TOP.60cc1360.00012b8a	SUB.60cc1360.00053911	status-after-work	5
TOP.60cc1360.00012b8a	SUB.60cc1360.00053911	STOP
TOP.60cc1360.00012b8a	proc_start	1623987040
TOP.60cc1360.00012b8a	proc_stop	1623987041
TOP.60cc1360.00012b8a	STOP
TOP.60cc167c.000bf5d9	START
TOP.60cc167c.000bf5d9	folder_config->cwd	C:\Users\juan2\Documents\tarea 3\hashcat-6.2.2
TOP.60cc167c.000bf5d9	folder_config->install_dir	.
TOP.60cc167c.000bf5d9	folder_config->profile_dir	.
TOP.60cc167c.000bf5d9	folder_config->session_dir	.
TOP.60cc167c.000bf5d9	folder_config->shared_dir	.
TOP.60cc167c.000bf5d9	user_options->separator	:
TOP.60cc167c.000bf5d9	user_options->encoding_from	utf-8
TOP.60cc167c.000bf5d9	user_options->encoding_to	utf-8
TOP.60cc167c.000bf5d9	user_options->rp_files[0]	rules/best64.rule
TOP.60cc167c.000bf5d9	user_options->rule_buf_l	:
TOP.60cc167c.000bf5d9	user_options->rule_buf_r	:
TOP.60cc167c.000bf5d9	user_options->session	hashcat
TOP.60cc167c.000bf5d9	user_options->limit	0
TOP.60cc167c.000bf5d9	user_options->skip	0
TOP.60cc167c.000bf5d9	user_options->attack_mode	0
TOP.60cc167c.000bf5d9	user_options->benchmark	0
TOP.60cc167c.000bf5d9	user_options->benchmark_all	0
TOP.60cc167c.000bf5d9	user_options->bitmap_max	18
TOP.60cc167c.000bf5d9	user_options->bitmap_min	16
TOP.60cc167c.000bf5d9	user_options->debug_mode	0
TOP.60cc167c.000bf5d9	user_options->hash_info	0
TOP.60cc167c.000bf5d9	user_options->force	0
TOP.60cc167c.000bf5d9	user_options->hwmon_disable	0
TOP.60cc167c.000bf5d9	user_options->hwmon_temp_abort	90
TOP.60cc167c.000bf5d9	user_options->hash_mode	1800
TOP.60cc167c.000bf5d9	user_options->hex_charset	0
TOP.60cc167c.000bf5d9	user_options->hex_salt	0
TOP.60cc167c.000bf5d9	user_options->hex_wordlist	0
TOP.60cc167c.000bf5d9	user_options->hook_threads	2
TOP.60cc167c.000bf5d9	user_options->identify	0
TOP.60cc167c.000bf5d9	user_options->increment	0
TOP.60cc167c.000bf5d9	user_options->increment_max	256
TOP.60cc167c.000bf5d9	user_options->increment_min	1
TOP.60cc167c.000bf5d9	user_options->keep_guessing	0
TOP.60cc167c.000bf5d9	user_options->kernel_accel	0
TOP.60cc167c.000bf5d9	user_options->kernel_loops	0
TOP.60cc167c.000bf5d9	user_options->kernel_threads	0
TOP.60cc167c.000bf5d9	user_options->keyspace	0
TOP.60cc167c.000bf5d9	user_options->left	0
TOP.60cc167c.000bf5d9	user_options->logfile_disable	0
TOP.60cc167c.000bf5d9	user_options->loopback	0
TOP.60cc167c.000bf5d9	user_options->machine_readable	0
TOP.60cc167c.000bf5d9	user_options->markov_classic	0
TOP.60cc167c.000bf5d9	user_options->markov_disable	0
TOP.60cc167c.000bf5d9	user_options->markov_threshold	256
TOP.60cc167c.000bf5d9	user_options->backend_info	0
TOP.60cc167c.000bf5d9	user_options->backend_vector_width	0
TOP.60cc167c.000bf5d9	user_options->optimized_kernel_enable	1
TOP.60cc167c.000bf5d9	user_options->outfile_autohex	1
TOP.60cc167c.000bf5d9	user_options->outfile_check_timer	5
TOP.60cc167c.000bf5d9	user_options->outfile_format	3
TOP.60cc167c.000bf5d9	user_options->wordlist_autohex_disable	0
TOP.60cc167c.000bf5d9	user_options->potfile_disable	0
TOP.60cc167c.000bf5d9	user_options->progress_only	0
TOP.60cc167c.000bf5d9	user_options->quiet	0
TOP.60cc167c.000bf5d9	user_options->remove	0
TOP.60cc167c.000bf5d9	user_options->remove_timer	60
TOP.60cc167c.000bf5d9	user_options->restore	0
TOP.60cc167c.000bf5d9	user_options->restore_disable	0
TOP.60cc167c.000bf5d9	user_options->restore_timer	60
TOP.60cc167c.000bf5d9	user_options->rp_files_cnt	1
TOP.60cc167c.000bf5d9	user_options->rp_gen	0
TOP.60cc167c.000bf5d9	user_options->rp_gen_func_max	4
TOP.60cc167c.000bf5d9	user_options->rp_gen_func_min	1
TOP.60cc167c.000bf5d9	user_options->rp_gen_seed	0
TOP.60cc167c.000bf5d9	user_options->runtime	0
TOP.60cc167c.000bf5d9	user_options->scrypt_tmto	0
TOP.60cc167c.000bf5d9	user_options->segment_size	33554432
TOP.60cc167c.000bf5d9	user_options->self_test_disable	0
TOP.60cc167c.000bf5d9	user_options->slow_candidates	0
TOP.60cc167c.000bf5d9	user_options->show	0
TOP.60cc167c.000bf5d9	user_options->speed_only	0
TOP.60cc167c.000bf5d9	user_options->spin_damp	0
TOP.60cc167c.000bf5d9	user_options->status	0
TOP.60cc167c.000bf5d9	user_options->status_json	0
TOP.60cc167c.000bf5d9	user_options->status_timer	10
TOP.60cc167c.000bf5d9	user_options->stdout_flag	0
TOP.60cc167c.000bf5d9	user_options->usage	0
TOP.60cc167c.000bf5d9	user_options->username	0
TOP.60cc167c.000bf5d9	user_options->veracrypt_pim_start	485
TOP.60cc167c.000bf5d9	user_options->veracrypt_pim_stop	485
TOP.60cc167c.000bf5d9	user_options->version	0
TOP.60cc167c.000bf5d9	user_options->workload_profile	4
TOP.60cc167c.000bf5d9	user_options->brain_client	0
TOP.60cc167c.000bf5d9	user_options->brain_client_features	2
TOP.60cc167c.000bf5d9	user_options->brain_server	0
TOP.60cc167c.000bf5d9	user_options->brain_server_timer	300
TOP.60cc167c.000bf5d9	user_options->brain_port	6863
